id,plugin,channels,irlen_s,spl,measure,screenshot,X,time,input_length,inverse_ratio
5,old,16,2.0,64,3,Screenshot (71).png,2.0,149.0,300.0,0.49666666666666665
6,new,16,5.0,64,1,Screenshot (72).png,1.3,230.0,300.0,0.7666666666666667
6,new,16,5.0,64,2,Screenshot (73).png,1.3,228.0,300.0,0.76
6,new,16,5.0,64,3,Screenshot (74).png,1.3,223.0,300.0,0.7433333333333333
6,old,16,5.0,64,1,Screenshot (75).png,0.8,356.0,300.0,1.1866666666666668
6,old,16,5.0,64,2,Screenshot (76).png,0.8,358.0,300.0,1.1933333333333334
6,old,16,5.0,64,3,Screenshot (77).png,0.8,37.5,30.0,1.25
7,new,16,10.0,64,1,Screenshot (78).png,0.4,76.0,30.0,2.533333333333333
7,new,16,10.0,64,2,Screenshot (79).png,0.4,75.0,30.0,2.5
7,new,16,10.0,64,3,Screenshot (80).png,0.4,76.0,30.0,2.533333333333333
7,old,16,10.0,64,1,Screenshot (81).png,0.4,83.0,30.0,2.7666666666666666
7,old,16,10.0,64,2,Screenshot (82).png,0.4,83.0,30.0,2.7666666666666666
7,old,16,10.0,64,3,Screenshot (83).png,0.4,83.0,30.0,2.7666666666666666
8,new,36,0.1,64,1,Screenshot (84).png,10.6,28.3,300.0,0.09433333333333334
8,new,36,0.1,64,2,Screenshot (85).png,10.7,28.04,300.0,0.09346666666666667
8,new,36,0.1,64,3,Screenshot (86).png,10.9,27.52,300.0,0.09173333333333333
8,old,36,0.1,64,1,Screenshot (87).png,8.8,34.09,300.0,0.11363333333333335
8,old,36,0.1,64,2,Screenshot (88).png,8.7,34.48,300.0,0.11493333333333332
8,old,36,0.1,64,3,Screenshot (89).png,8.8,34.09,300.0,0.11363333333333335
9,new,36,0.2,64,1,Screenshot (90).png,9.1,32.97,300.0,0.1099
9,new,36,0.2,64,2,Screenshot (91).png,9.0,33.33,300.0,0.11109999999999999
9,new,36,0.2,64,3,Screenshot (92).png,8.9,33.71,300.0,0.11236666666666667
9,old,36,0.2,64,1,Screenshot (93).png,6.2,48.39,300.0,0.1613
9,old,36,0.2,64,2,Screenshot (94).png,6.2,48.39,300.0,0.1613
9,old,36,0.2,64,3,Screenshot (95).png,6.3,47.62,300.0,0.15873333333333334
10,new,36,0.5,64,1,Screenshot (96).png,6.4,46.88,300.0,0.15626666666666666
10,new,36,0.5,64,2,Screenshot (97).png,6.3,47.62,300.0,0.15873333333333334
10,new,36,0.5,64,3,Screenshot (98).png,6.0,50.0,300.0,0.16666666666666666
10,old,36,0.5,64,1,Screenshot (99).png,3.0,100.0,300.0,0.3333333333333333
10,old,36,0.5,64,2,Screenshot (100).png,3.0,100.0,300.0,0.3333333333333333
10,old,36,0.5,64,3,Screenshot (101).png,3.0,100.0,300.0,0.3333333333333333
11,new,36,1.0,64,1,Screenshot (102).png,4.2,14.29,60.0,0.23816666666666667
11,new,36,1.0,64,2,Screenshot (103).png,4.2,14.29,60.0,0.23816666666666667
11,new,36,1.0,64,3,Screenshot (104).png,4.2,14.29,60.0,0.23816666666666667
11,old,36,1.0,64,1,Screenshot (105).png,1.8,33.33,60.0,0.5555
11,old,36,1.0,64,2,Screenshot (106).png,1.8,33.33,60.0,0.5555
11,old,36,1.0,64,3,Screenshot (107).png,1.8,33.33,60.0,0.5555
12,new,36,2.0,64,1,Screenshot (108).png,2.2,13.64,30.0,0.45466666666666666
12,new,36,2.0,64,2,Screenshot (109).png,2.2,13.64,30.0,0.45466666666666666
12,new,36,2.0,64,3,Screenshot (110).png,2.1,14.29,30.0,0.47633333333333333
12,old,36,2.0,64,1,Screenshot (111).png,0.9,33.33,30.0,1.111
12,old,36,2.0,64,2,Screenshot (112).png,0.9,33.33,30.0,1.111
12,old,36,2.0,64,3,Screenshot (113).png,0.9,33.33,30.0,1.111
13,new,36,5.0,64,1,Screenshot (114).png,0.6,50.0,30.0,1.6666666666666667
13,new,36,5.0,64,2,Screenshot (115).png,0.6,50.0,30.0,1.6666666666666667
13,new,36,5.0,64,3,Screenshot (116).png,0.6,50.0,30.0,1.6666666666666667
13,old,36,5.0,64,1,Screenshot (117).png,0.4,77.0,30.0,2.566666666666667
13,old,36,5.0,64,2,Screenshot (118).png,0.4,75.0,30.0,2.5
13,old,36,5.0,64,3,Screenshot (119).png,0.4,75.0,30.0,2.5
14,new,36,10.0,64,1,Screenshot (120).png,0.2,165.0,30.0,5.5
14,new,36,10.0,64,2,Screenshot (121).png,0.2,167.0,30.0,5.566666666666666
14,new,36,10.0,64,3,Screenshot (122).png,0.2,167.0,30.0,5.566666666666666
14,old,36,10.0,64,1,Screenshot (123).png,0.2,166.0,30.0,5.533333333333333
14,old,36,10.0,64,2,Screenshot (124).png,0.2,166.0,30.0,5.533333333333333
14,old,36,10.0,64,3,Screenshot (125).png,0.2,166.0,30.0,5.533333333333333
15,new,64,0.1,64,1,Screenshot (126).png,7.3,8.22,60.0,0.137
15,new,64,0.1,64,2,Screenshot (127).png,7.3,8.22,60.0,0.137
15,new,64,0.1,64,3,Screenshot (128).png,7.2,8.33,60.0,0.13883333333333334
15,old,64,0.1,64,1,Screenshot (129).png,5.2,11.54,60.0,0.19233333333333333
15,old,64,0.1,64,2,Screenshot (130).png,5.2,11.54,60.0,0.19233333333333333
15,old,64,0.1,64,3,Screenshot (131).png,5.2,11.54,60.0,0.19233333333333333
16,new,64,0.2,64,1,Screenshot (132).png,6.3,47.62,300.0,0.15873333333333334
16,new,64,0.2,64,2,Screenshot (133).png,6.1,49.18,300.0,0.16393333333333332
16,new,64,0.2,64,3,Screenshot (134).png,6.2,48.39,300.0,0.1613
16,old,64,0.2,64,1,Screenshot (135).png,3.6,16.67,60.0,0.2778333333333334
16,old,64,0.2,64,2,Screenshot (136).png,3.6,16.67,60.0,0.2778333333333334
16,old,64,0.2,64,3,Screenshot (137).png,3.6,16.67,60.0,0.2778333333333334
17,new,64,0.5,64,1,Screenshot (138).png,4.1,14.63,60.0,0.24383333333333335
17,new,64,0.5,64,2,Screenshot (139).png,4.0,15.0,60.0,0.25
17,new,64,0.5,64,3,Screenshot (140).png,4.0,15.0,60.0,0.25
17,old,64,0.5,64,1,Screenshot (141).png,1.8,33.33,60.0,0.5555
17,old,64,0.5,64,2,Screenshot (142).png,1.8,33.33,60.0,0.5555
17,old,64,0.5,64,3,Screenshot (143).png,1.8,33.33,60.0,0.5555
18,new,64,1.0,64,1,Screenshot (144).png,2.3,26.09,60.0,0.43483333333333335
18,new,64,1.0,64,2,Screenshot (145).png,2.4,25.0,60.0,0.4166666666666667
18,new,64,1.0,64,3,Screenshot (146).png,2.4,25.0,60.0,0.4166666666666667
18,old,64,1.0,64,1,Screenshot (147).png,1.0,60.0,60.0,1.0
18,old,64,1.0,64,2,Screenshot (148).png,1.0,60.0,60.0,1.0
18,old,64,1.0,64,3,Screenshot (149).png,1.0,60.0,60.0,1.0
19,new,64,2.0,64,1,Screenshot (150).png,1.1,27.27,30.0,0.909
19,new,64,2.0,64,2,Screenshot (151).png,1.2,25.0,30.0,0.8333333333333334
19,new,64,2.0,64,3,Screenshot (152).png,1.2,25.0,30.0,0.8333333333333334
19,old,64,2.0,64,1,Screenshot (153).png,0.5,55.0,30.0,1.8333333333333333
19,old,64,2.0,64,2,Screenshot (154).png,0.5,54.0,30.0,1.8
19,old,64,2.0,64,3,Screenshot (155).png,0.5,55.0,30.0,1.8333333333333333
20,new,64,5.0,64,1,Screenshot (156).png,0.3,97.0,30.0,3.2333333333333334
20,new,64,5.0,64,2,Screenshot (157).png,0.3,94.0,30.0,3.1333333333333333
20,new,64,5.0,64,3,Screenshot (158).png,0.3,96.0,30.0,3.2
20,old,64,5.0,64,1,Screenshot (159).png,0.2,132.0,30.0,4.4
20,old,64,5.0,64,2,Screenshot (160).png,0.2,133.0,30.0,4.433333333333334
20,old,64,5.0,64,3,Screenshot (161).png,0.2,134.0,30.0,4.466666666666667
21,new,64,10.0,64,1,Screenshot (162).png,0.1,316.0,30.0,10.533333333333333
21,new,64,10.0,64,2,Screenshot (163).png,0.1,313.0,30.0,10.433333333333334
21,new,64,10.0,64,3,Screenshot (164).png,0.1,313.0,30.0,10.433333333333334
21,old,64,10.0,64,1,Screenshot (165).png,0.1,348.0,30.0,11.6
21,old,64,10.0,64,2,Screenshot (166).png,0.1,340.0,30.0,11.333333333333334
21,old,64,10.0,64,3,Screenshot (167).png,0.1,340.0,30.0,11.333333333333334
